intent,patterns,response_en,response_ml
crop_disease,Solution for Cherry (including sour)   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Cure for Cherry (including sour)   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Ways to cure Cherry (including sour)   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,How to treat Cherry (including sour)   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Ways to cure Cherry (including sour)   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,How to treat Cherry (including sour)   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,How to treat Cherry (including sour)   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Solution for Cherry (including sour)   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Solution for Cherry (including sour)   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Treatment of Cherry (including sour)   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Remedy for Cherry (including sour)   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Remedy for Cherry (including sour)   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,How to manage Cherry (including sour)   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Ways to cure Cherry (including sour)   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Remedy for Cherry (including sour)   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Treatment of Cherry (including sour)   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Ways to cure Cherry (including sour)   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,How to treat Cherry (including sour)   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,How to treat Cherry (including sour)   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Ways to cure Cherry (including sour)   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Treatment of Cherry (including sour)   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Treatment of Cherry (including sour)   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Cure for Cherry (including sour)   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Treatment of Cherry (including sour)   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Cure for Cherry (including sour)   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Treatment of Corn (maize)   Cercospora leaf spot Gray leaf spot,Use resistant varieties and crop rotation,പ്രതിരോധ ഇനങ്ങളും വിള ചക്രവട്ടവും ഉപയോഗിക്കുക
crop_disease,Solution for Corn (maize)   Cercospora leaf spot Gray leaf spot,Use resistant varieties and crop rotation,പ്രതിരോധ ഇനങ്ങളും വിള ചക്രവട്ടവും ഉപയോഗിക്കുക
crop_disease,How to manage Corn (maize)   Cercospora leaf spot Gray leaf spot,Use resistant varieties and crop rotation,പ്രതിരോധ ഇനങ്ങളും വിള ചക്രവട്ടവും ഉപയോഗിക്കുക
crop_disease,Ways to cure Corn (maize)   Cercospora leaf spot Gray leaf spot,Use resistant varieties and crop rotation,പ്രതിരോധ ഇനങ്ങളും വിള ചക്രവട്ടവും ഉപയോഗിക്കുക
crop_disease,How to treat Corn (maize)   Cercospora leaf spot Gray leaf spot,Use resistant varieties and crop rotation,പ്രതിരോധ ഇനങ്ങളും വിള ചക്രവട്ടവും ഉപയോഗിക്കുക
crop_disease,Remedy for Corn (maize)   Cercospora leaf spot Gray leaf spot,Use resistant varieties and crop rotation,പ്രതിരോധ ഇനങ്ങളും വിള ചക്രവട്ടവും ഉപയോഗിക്കുക
crop_disease,How to treat Corn (maize)   Cercospora leaf spot Gray leaf spot,Use resistant varieties and crop rotation,പ്രതിരോധ ഇനങ്ങളും വിള ചക്രവട്ടവും ഉപയോഗിക്കുക
crop_disease,Ways to cure Corn (maize)   Cercospora leaf spot Gray leaf spot,Use resistant varieties and crop rotation,പ്രതിരോധ ഇനങ്ങളും വിള ചക്രവട്ടവും ഉപയോഗിക്കുക
crop_disease,Solution for Corn (maize)   Cercospora leaf spot Gray leaf spot,Use resistant varieties and crop rotation,പ്രതിരോധ ഇനങ്ങളും വിള ചക്രവട്ടവും ഉപയോഗിക്കുക
crop_disease,Treatment of Corn (maize)   Cercospora leaf spot Gray leaf spot,Use resistant varieties and crop rotation,പ്രതിരോധ ഇനങ്ങളും വിള ചക്രവട്ടവും ഉപയോഗിക്കുക
crop_disease,How to manage Corn (maize)   Cercospora leaf spot Gray leaf spot,Use resistant varieties and crop rotation,പ്രതിരോധ ഇനങ്ങളും വിള ചക്രവട്ടവും ഉപയോഗിക്കുക
crop_disease,Solution for Corn (maize)   Cercospora leaf spot Gray leaf spot,Use resistant varieties and crop rotation,പ്രതിരോധ ഇനങ്ങളും വിള ചക്രവട്ടവും ഉപയോഗിക്കുക
crop_disease,Solution for Corn (maize)   Cercospora leaf spot Gray leaf spot,Use resistant varieties and crop rotation,പ്രതിരോധ ഇനങ്ങളും വിള ചക്രവട്ടവും ഉപയോഗിക്കുക
crop_disease,Cure for Corn (maize)   Cercospora leaf spot Gray leaf spot,Use resistant varieties and crop rotation,പ്രതിരോധ ഇനങ്ങളും വിള ചക്രവട്ടവും ഉപയോഗിക്കുക
crop_disease,Cure for Corn (maize)   Cercospora leaf spot Gray leaf spot,Use resistant varieties and crop rotation,പ്രതിരോധ ഇനങ്ങളും വിള ചക്രവട്ടവും ഉപയോഗിക്കുക
crop_disease,Treatment of Corn (maize)   Cercospora leaf spot Gray leaf spot,Use resistant varieties and crop rotation,പ്രതിരോധ ഇനങ്ങളും വിള ചക്രവട്ടവും ഉപയോഗിക്കുക
crop_disease,Ways to cure Corn (maize)   Cercospora leaf spot Gray leaf spot,Use resistant varieties and crop rotation,പ്രതിരോധ ഇനങ്ങളും വിള ചക്രവട്ടവും ഉപയോഗിക്കുക
crop_disease,Solution for Corn (maize)   Cercospora leaf spot Gray leaf spot,Use resistant varieties and crop rotation,പ്രതിരോധ ഇനങ്ങളും വിള ചക്രവട്ടവും ഉപയോഗിക്കുക
crop_disease,Ways to cure Corn (maize)   Cercospora leaf spot Gray leaf spot,Use resistant varieties and crop rotation,പ്രതിരോധ ഇനങ്ങളും വിള ചക്രവട്ടവും ഉപയോഗിക്കുക
crop_disease,Solution for Corn (maize)   Cercospora leaf spot Gray leaf spot,Use resistant varieties and crop rotation,പ്രതിരോധ ഇനങ്ങളും വിള ചക്രവട്ടവും ഉപയോഗിക്കുക
crop_disease,Solution for Corn (maize)   Cercospora leaf spot Gray leaf spot,Use resistant varieties and crop rotation,പ്രതിരോധ ഇനങ്ങളും വിള ചക്രവട്ടവും ഉപയോഗിക്കുക
crop_disease,Cure for Corn (maize)   Cercospora leaf spot Gray leaf spot,Use resistant varieties and crop rotation,പ്രതിരോധ ഇനങ്ങളും വിള ചക്രവട്ടവും ഉപയോഗിക്കുക
crop_disease,How to treat Corn (maize)   Cercospora leaf spot Gray leaf spot,Use resistant varieties and crop rotation,പ്രതിരോധ ഇനങ്ങളും വിള ചക്രവട്ടവും ഉപയോഗിക്കുക
crop_disease,Treatment of Corn (maize)   Cercospora leaf spot Gray leaf spot,Use resistant varieties and crop rotation,പ്രതിരോധ ഇനങ്ങളും വിള ചക്രവട്ടവും ഉപയോഗിക്കുക
crop_disease,Solution for Corn (maize)   Cercospora leaf spot Gray leaf spot,Use resistant varieties and crop rotation,പ്രതിരോധ ഇനങ്ങളും വിള ചക്രവട്ടവും ഉപയോഗിക്കുക
crop_disease,Remedy for Corn (maize)   Common rust ,Apply fungicide at early stages,ആദ്യ ഘട്ടങ്ങളിൽ ഫംഗിസൈഡ് പ്രയോഗിക്കുക
